ern,entref,name,tradingstyle,address1,address2,address3,address4,address5,postcode,legalstatus,sic07,paye_empees,paye_jobs,ent_turnover,std_turnover,grp_turnover,cntd_turnover,app_turnover,prn
1100000305,9999999999,3DOBLX LTD,,1 BOXLEY GARDENS,BOXLEY ROAD,PENENDEN HEATH,MAIDSTONE,,ME14 2BD,1,45190,68,68,460,460,0,0,0,0.424174937
1100000306,9999999999,3DOBLX LTD,,1 BRAESIDE,NAPHILL,HIGH WYCOMBE,BUCKS,,HP14 4RY,1,46150,77,77,382,382,0,0,0,0.29847205
1100000307,9999999999,3VMIESRL LTD,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,,,SS16 6TB,1,46190,69,69,8347,8347,0,0,0,0.823367967
1100000308,9999999999,C4EITS SERVICES LIMITED,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,ESSEX,,SS16 6TB,1,46310,76,81,30338,30338,0,0,0,0.968285793
1100000309,9999999999,CCGOUGH,,1 FULLBROOK CLOSE,WOKINGHAM,BERKS,,,RG41 1QZ,1,46342,72,72,318,318,0,0,0,0.800106837
1100000310,9999999999,HKOLMES,,1 HILL STREET,EDINBURGH,,,,EH2 3JP ,1,46410,69,69,181,181,0,0,0,0.225837826
1100000311,9999999999,C4EITS SERVICES LTD,,1 BROOK COURT,BLAKENEY ROAD,BECKENHAM,KENT,,BR3 1HG ,1,46470,76,76,4634,4634,0,0,0,0.402775448
1100000312,9999999999,FAFTARMER CONTRACTOR,,1 HILL COTTAGE,MUNDHAM HILL,MUNDHAM,NORWICH NORFOLK,,NR14 6EJ,1,47110,71,73,479,479,0,0,0,0.875648421
1100000313,9999999999,ANELIMITED,,1 KENSWORTH GATE,200-204 HIGH STREET SOUTH,DUNSTABLE,BEDS,,LU6 3HS ,2,47230,71,71,156,156,0,0,0,0.974513984
1100000314,9999999999,HOJNSON,,1 KEYTES LANE,BARFORD,WARWICKSHIRE,,,CV35 8EP,2,47290,71,71,242,242,0,0,0,0.002487194
1100000315,9999999999, BOX CEREAL LTD INCL VAT GROUP,,(ROAD HAULAGE CONTRS) LTD,BOW BRIDGE,WATERINGBURY,MAIDSTONE,KENT,ME18 5ED,1,47599,14168,14435,27367136,0,27367136,27367136,0,0.55662476
1100000316,9999999999,BROWN,,1 HAWRIDGE HILL COTTAGES,THE VALE,HAWRIDGE,CHESHAM BUCKINGHAMSHIRE,,HP5 3NU ,1,45112,82,82,154,154,0,0,0,0.110664598
1100000317,9999999999,LIING SOLUTIONS LTD,,1 HAZELWOOD LANE,ABBOTS LANGLEY,,,,WD5 0HA ,3,45190,82,81,181,78,0,0,0,0.639514156
1100000318,9999999999,ILITED,,1 BARRASCROFTS,CANONBIE,,,,DG14 0RZ,1,45200,82,81,137,137,0,0,0,0.09666697
1100000319,9999999999,OT(CHRISTCHURCH) LIMITED,,1 GARTH EDGE,SHAWFORTH,WHITWORTH,ROCHDALE LANCASHIRE,,OL12 8EH,2,45320,81,81,88,88,0,0,0,0.510326645
1100000320,9999999999,R,,1 GEORGE SQUARE,GLASGOW,,,,G2 5LL  ,1,45400,82,82,187,187,0,0,0,0.148796664
1100000321,9999999999,R,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,82,82,378,378,0,0,0,0.589729354
1100000322,9999999999,CTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,83,83,368,368,0,0,0,0.156675224
1100000323,9999999999,RE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,84,84,278,278,0,0,0,0.447900037
1100000324,9999999999,R,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,82,82,99,99,0,0,0,0.848339368
1100000325,9999999999,WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,83,83,153,153,0,0,0,0.549631852
1100000326,9999999999,FLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR ,1,46160,82,81,481,108,0,0,0,0.270099307
1100000327,9999999999,TRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,82,81,86,86,0,0,0,0.396836842
1100000328,9999999999,MUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS ,2,46180,81,81,82,0,0,0,82,0.764414244
1100000329,9999999999,MUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH ,1,46190,82,82,166,0,248,0,166,0.560522499
1100000330,9999999999,LEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,81,81,118,118,0,0,0,0.922559707
1100000331,9999999999,SVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT ,1,46220,83,83,313,313,0,0,0,0.593474711
1100000332,9999999999,KCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT ,1,46230,82,82,570,570,0,0,0,0.01515516
1100000333,9999999999,OLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,84,84,987,987,0,0,0,0.132391099
1100000334,9999999999,SI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,82,81,115,115,0,0,0,0.46053702
1100000335,9999999999,IHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,81,81,81,68,0,0,0,0.654806576
1100000336,9999999999,IVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR ,2,46440,85,82,154,154,0,0,0,0.122964529
1100000337,9999999999,ELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF ,2,46510,83,83,168,168,0,0,0,0.622895508
1100000338,9999999999,DAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL ,3,46520,82,82,333,333,0,0,0,0.407146457
1100000339,9999999999,SUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,82,82,165,165,0,0,0,0.495894419
1100000340,9999999999,YRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,81,83,128,128,0,0,0,0.495827775
1100000341,9999999999,MHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ ,2,46711,81,81,161,161,0,0,0,0.371128743
1100000342,9999999999,OT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG ,2,46720,82,81,176,176,0,0,0,0.07884935
1100000343,9999999999,CSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,83,83,147,147,0,0,0,0.020567341
1100000344,9999999999,MLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT ,1,46900,82,81,180,180,0,0,0,0.351375446
1100000345,9999999999,BAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,83,83,125,125,0,0,0,0.589257016
1100000346,9999999999,HUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE ,1,47190,85,85,260,260,0,0,0,0.770373129
1100000347,9999999999,TL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB ,1,47220,82,81,336,336,0,0,0,0.977054805
1100000348,9999999999,SSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT ,2,47240,85,85,191,191,0,0,0,0.707631281
1100000349,9999999999,WEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,88,88,195,195,0,0,0,0.660875126
1100000350,9999999999,DLNG & STEEL FABRIC,,1 LUMLEY STREET,MAYFAIR,LONDON,,,W1K 6TT ,2,47410,83,83,147,147,0,0,0,0.860569813
1100000351,9999999999,MWOODHOUSE,,1 FIELD COTTAGES,FIELD LANE,HENSALL,GOOLE NORTH HUMBERSIDE,,DN14 0RB,7,47421,84,83,456,456,0,0,0,0.9571173
1100000352,9999999999,UDTRIAL (UK) LTD,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,7,47429,85,84,257,257,0,0,0,0.096177644
1100000353,9999999999,MLUMBING AND HEATING,,1 FINWAY ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,,HP2 7PT ,2,47429,82,81,100,100,0,0,0,0.230167257
1100000354,9999999999,DLNG & STEEL FABRICATION,,1 MAIN ROAD,HANWOOD,SHREWSBURY,SHROPSHIRE,,SY5 8LY ,1,47610,85,86,418,418,0,0,0,0.126118013
1100000355,9999999999,MCHIATI,,1 HIGH LODGE,COVENTRY ROAD,COLESHILL,NORTH WARWICKSHIRE,,B46 3FE ,1,47620,87,87,384,384,0,0,0,0.944764986
1100000356,9999999999,THLTD,,1 HILLVIEW COTTAGES,STRATFORD BRIDGE RIPPLE,TEWKESBURY,GLOUCESTERSHIRE,,GL20 6HE,1,47720,82,82,134,134,0,0,0,0.14403505
1100000357,9999999999,EATHER,,1 INMAN ROAD,NORWICH,,,,NR7 8JT ,1,47722,82,82,138,138,0,0,0,0.973171025
1100000358,9999999999,WSLL LIMITED,,1 KELSO PLACE,UPPER BRISTOL ROAD,BATH,,,BA1 3AU ,1,47740,84,84,277,277,0,0,0,0.049478883
1100000359,9999999999,UILTD,,1 JINGLERS COURT,BANBRIDGE,,,,BT32 3YJ,1,47749,86,87,291,291,0,0,0,0.82489094
1100000360,9999999999,PMBING & HEATING LTD,,1 JINGLERS COURT,BANBRIDGE,CO DOWN,,,BT32 3YJ,1,47781,85,117,305,305,0,0,0,0.301334218
1100000361,9999999999,R,,1 GLYNDE PLACE,HORSHAM,,,,RH12 1NZ,1,47782,84,83,198,68,0,0,0,0.797855024
1100000362,9999999999,D,,1 BARN CLOSE,QUARNDON,DERBY,,,DE22 5JE,1,47789,82,81,145,145,0,0,0,0.087443507
1100000363,9999999999,MOORLAND,,1 HOSKINS PLACE,WATCHETTS ROAD,CAMBERLEY,SURREY,,GU15 2PB,1,47820,85,85,361,361,0,0,0,0.805602157
1100000364,9999999999,LIR MAINTENANCE LIMITED,,1 JUNO WAY,SWINDON,,,,SN5 8ZD ,2,47990,82,82,385,385,0,0,0,0.10515688
1100000365,9999999999,LINGS PARTITIONS LTD,,1 HUNT LANE,DONCASTER,,,,DN5 9SF ,7,45112,82,82,137,137,0,0,0,0.737303491
1100000366,9999999999,LEVOPMENTS LTD,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45320,86,86,450,450,0,0,0,0.159259278
1100000367,9999999999,DT,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45400,85,81,2231,2231,0,0,0,0.127724068
1100000368,9999999999,OBLX LTD,,1 BOXLEY GARDENS,BOXLEY ROAD,PENENDEN HEATH,MAIDSTONE,,ME14 2BD,1,45190,81,81,473,473,0,0,0,0.425177517
1100000369,9999999999,OBLX LTD,,1 BRAESIDE,NAPHILL,HIGH WYCOMBE,BUCKS,,HP14 4RY,1,46150,90,90,395,395,0,0,0,0.29947463
1100000370,9999999999,MIESRL LTD,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,,,SS16 6TB,1,46190,82,82,8360,8360,0,0,0,0.824370547
1100000371,9999999999,EITS SERVICES LIMITED,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,ESSEX,,SS16 6TB,1,46310,89,94,30351,30351,0,0,0,0.969288373
1100000372,9999999999,GOUGH,,1 FULLBROOK CLOSE,WOKINGHAM,BERKS,,,RG41 1QZ,1,46342,85,85,331,331,0,0,0,0.801109417
1100000373,9999999999,OLMES,,1 HILL STREET,EDINBURGH,,,,EH2 3JP ,1,46410,82,82,194,194,0,0,0,0.226840406
1100000374,9999999999,EITS SERVICES LTD,,1 BROOK COURT,BLAKENEY ROAD,BECKENHAM,KENT,,BR3 1HG ,1,46470,89,89,4647,4647,0,0,0,0.403778028
1100000375,9999999999,FTARMER CONTRACTOR,,1 HILL COTTAGE,MUNDHAM HILL,MUNDHAM,NORWICH NORFOLK,,NR14 6EJ,1,47110,84,86,492,492,0,0,0,0.876651001
1100000376,9999999999,ELIMITED,,1 KENSWORTH GATE,200-204 HIGH STREET SOUTH,DUNSTABLE,BEDS,,LU6 3HS ,2,47230,84,84,169,169,0,0,0,0.975516564
1100000377,9999999999,JNSON,,1 KEYTES LANE,BARFORD,WARWICKSHIRE,,,CV35 8EP,2,47290,84,84,255,255,0,0,0,0.003489774
1100000378,9999999999,OX CEREAL LTD INCL VAT GROUP,,(ROAD HAULAGE CONTRS) LTD,BOW BRIDGE,WATERINGBURY,MAIDSTONE,KENT,ME18 5ED,1,47599,14181,14448,27367149,0,27367149,27367149,0,0.55762734
1100000379,9999999999,BBROWN,,1 HAWRIDGE HILL COTTAGES,THE VALE,HAWRIDGE,CHESHAM BUCKINGHAMSHIRE,,HP5 3NU ,1,45112,90,90,162,162,0,0,0,0.111818019
1100000380,9999999999,DLIING SOLUTIONS LTD,,1 HAZELWOOD LANE,ABBOTS LANGLEY,,,,WD5 0HA ,3,45190,90,89,189,189,0,0,0,0.640667577
1100000381,9999999999,MILITED,,1 BARRASCROFTS,CANONBIE,,,,DG14 0RZ,1,45200,90,89,145,145,0,0,0,0.097820391
1100000382,9999999999,SOT(CHRISTCHURCH) LIMITED,,1 GARTH EDGE,SHAWFORTH,WHITWORTH,ROCHDALE LANCASHIRE,,OL12 8EH,2,45320,89,89,96,96,0,0,0,0.511480066
1100000383,9999999999,ER,,1 GEORGE SQUARE,GLASGOW,,,,G2 5LL  ,1,45400,90,90,195,195,0,0,0,0.149950085
1100000384,9999999999,ER,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,90,90,386,386,0,0,0,0.590882775
1100000385,9999999999,OCTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,91,91,376,376,0,0,0,0.157828645
1100000386,9999999999,ARE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,92,92,286,286,0,0,0,0.449053458
1100000387,9999999999,RR,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,90,90,107,107,0,0,0,0.849492789
1100000388,9999999999,&WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,91,91,161,161,0,0,0,0.550785273
1100000389,9999999999,CFLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR ,1,46160,90,89,489,489,0,0,0,0.271252728
1100000390,9999999999,ITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,90,89,94,94,0,0,0,0.397990263
1100000391,9999999999,BMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS ,2,46180,89,89,90,0,0,0,90,0.765567665
1100000392,9999999999,BMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH ,1,46190,90,90,106,0,196,0,106,0.56167592
1100000393,9999999999,ALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,89,89,126,126,0,0,0,0.923713128
1100000394,9999999999,ESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT ,1,46220,91,91,321,321,0,0,0,0.594628132
1100000395,9999999999,IKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT ,1,46230,90,90,578,578,0,0,0,0.016308581
1100000396,9999999999,NOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,92,92,995,995,0,0,0,0.13354452
1100000397,9999999999,ASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,90,89,123,123,0,0,0,0.461690441
1100000398,9999999999,BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,89,89,89,89,0,0,0,0.655959997
1100000399,9999999999,LIVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR ,2,46440,93,90,162,162,0,0,0,0.12411795
1100000400,9999999999,NELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF ,2,46510,91,91,176,176,0,0,0,0.624048929
1100000401,9999999999,WDAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL ,3,46520,90,90,341,341,0,0,0,0.408299878
1100000402,9999999999,SSUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,90,90,173,173,0,0,0,0.49704784
1100000403,9999999999,FYRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,89,91,136,136,0,0,0,0.496981196
1100000404,9999999999,WMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ ,2,46711,89,89,169,169,0,0,0,0.372282164
1100000405,9999999999,SOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG ,2,46720,90,89,184,184,0,0,0,0.080002771
1100000406,9999999999,OCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,91,91,155,155,0,0,0,0.021720762
1100000407,9999999999,PMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT ,1,46900,90,89,188,188,0,0,0,0.352528867
1100000408,9999999999,TBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,91,91,133,133,0,0,0,0.590410437
1100000409,9999999999,MHUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE ,1,47190,93,93,268,268,0,0,0,0.77152655
1100000410,9999999999,DTL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB ,1,47220,90,89,344,344,0,0,0,0.978208226
1100000411,9999999999,ESSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT ,2,47240,93,93,199,199,0,0,0,0.708784702
1100000412,9999999999,NWEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,96,96,203,203,0,0,0,0.662028547
1100000413,9999999999,IDLNG & STEEL FABRIC,,1 LUMLEY STREET,MAYFAIR,LONDON,,,W1K 6TT ,2,47410,91,91,155,155,0,0,0,0.861723234
1100000414,9999999999,EMWOODHOUSE,,1 FIELD COTTAGES,FIELD LANE,HENSALL,GOOLE NORTH HUMBERSIDE,,DN14 0RB,7,47421,92,91,464,464,0,0,0,0.958270721
1100000415,9999999999,SUDTRIAL (UK) LTD,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,7,47429,93,92,265,265,0,0,0,0.097331065
1100000416,9999999999,PMLUMBING AND HEATING,,1 FINWAY ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,,HP2 7PT ,2,47429,90,89,108,108,0,0,0,0.231320678
1100000417,9999999999,IDLNG & STEEL FABRICATION,,1 MAIN ROAD,HANWOOD,SHREWSBURY,SHROPSHIRE,,SY5 8LY ,1,47610,93,94,426,426,0,0,0,0.127271434
1100000418,9999999999,IMCHIATI,,1 HIGH LODGE,COVENTRY ROAD,COLESHILL,NORTH WARWICKSHIRE,,B46 3FE ,1,47620,95,95,392,392,0,0,0,0.945918407
1100000419,9999999999,ATHLTD,,1 HILLVIEW COTTAGES,STRATFORD BRIDGE RIPPLE,TEWKESBURY,GLOUCESTERSHIRE,,GL20 6HE,1,47720,90,90,142,142,0,0,0,0.145188471
1100000420,9999999999,KEATHER,,1 INMAN ROAD,NORWICH,,,,NR7 8JT ,1,47722,90,90,146,146,0,0,0,0.974324446
1100000421,9999999999,EWSLL LIMITED,,1 KELSO PLACE,UPPER BRISTOL ROAD,BATH,,,BA1 3AU ,1,47740,92,92,285,285,0,0,0,0.050632304
1100000422,9999999999,SUILTD,,1 JINGLERS COURT,BANBRIDGE,,,,BT32 3YJ,1,47749,94,95,299,299,0,0,0,0.826044361
1100000423,9999999999,LPMBING & HEATING LTD,,1 JINGLERS COURT,BANBRIDGE,CO DOWN,,,BT32 3YJ,1,47781,93,125,313,313,0,0,0,0.302487639
1100000424,9999999999,ER,,1 GLYNDE PLACE,HORSHAM,,,,RH12 1NZ,1,47782,92,91,206,206,0,0,0,0.799008445
1100000425,9999999999,CD,,1 BARN CLOSE,QUARNDON,DERBY,,,DE22 5JE,1,47789,90,89,153,153,0,0,0,0.088596928
1100000426,9999999999,LMOORLAND,,1 HOSKINS PLACE,WATCHETTS ROAD,CAMBERLEY,SURREY,,GU15 2PB,1,47820,93,93,369,369,0,0,0,0.806755578
1100000427,9999999999,ELIR MAINTENANCE LIMITED,,1 JUNO WAY,SWINDON,,,,SN5 8ZD ,2,47990,90,90,393,393,0,0,0,0.106310301
1100000428,9999999999,ILINGS PARTITIONS LTD,,1 HUNT LANE,DONCASTER,,,,DN5 9SF ,7,45112,90,90,145,145,0,0,0,0.738456912
1100000429,9999999999,6LEVOPMENTS LTD,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45320,94,94,458,458,0,0,0,0.160412699
1100000430,9999999999,7DT,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45400,93,89,2239,2239,0,0,0,0.128877489
1100000431,9999999999,DOBLX LTD,,1 BOXLEY GARDENS,BOXLEY ROAD,PENENDEN HEATH,MAIDSTONE,,ME14 2BD,1,45190,89,89,481,481,0,0,0,0.426330938
1100000432,9999999999,DOBLX LTD,,1 BRAESIDE,NAPHILL,HIGH WYCOMBE,BUCKS,,HP14 4RY,1,46150,98,98,403,403,0,0,0,0.300628051
1100000433,9999999999,VMIESRL LTD,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,,,SS16 6TB,1,46190,90,90,8368,8368,0,0,0,0.825523968
1100000434,9999999999,4EITS SERVICES LIMITED,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,ESSEX,,SS16 6TB,1,46310,97,102,30359,30359,0,0,0,0.970441794
1100000435,9999999999,CGOUGH,,1 FULLBROOK CLOSE,WOKINGHAM,BERKS,,,RG41 1QZ,1,46342,93,93,339,339,0,0,0,0.802262838
1100000436,9999999999,KOLMES,,1 HILL STREET,EDINBURGH,,,,EH2 3JP ,1,46410,90,90,202,202,0,0,0,0.227993827
1100000437,9999999999,4EITS SERVICES LTD,,1 BROOK COURT,BLAKENEY ROAD,BECKENHAM,KENT,,BR3 1HG ,1,46470,97,97,4655,4655,0,0,0,0.404931449
1100000438,9999999999,AFTARMER CONTRACTOR,,1 HILL COTTAGE,MUNDHAM HILL,MUNDHAM,NORWICH NORFOLK,,NR14 6EJ,1,47110,92,94,500,500,0,0,0,0.877804422
1100000439,9999999999,NELIMITED,,1 KENSWORTH GATE,200-204 HIGH STREET SOUTH,DUNSTABLE,BEDS,,LU6 3HS ,2,47230,92,92,177,177,0,0,0,0.976669985
1100000440,9999999999,OJNSON,,1 KEYTES LANE,BARFORD,WARWICKSHIRE,,,CV35 8EP,2,47290,92,92,263,263,0,0,0,0.004643195
1100000441,9999999999,BOX CEREAL LTD INCL VAT GROUP,,(ROAD HAULAGE CONTRS) LTD,BOW BRIDGE,WATERINGBURY,MAIDSTONE,KENT,ME18 5ED,1,47599,14189,14456,27367157,0,27367157,27367157,0,0.558780761
1100000442,9999999999,BBROWN,,1 HAWRIDGE HILL COTTAGES,THE VALE,HAWRIDGE,CHESHAM BUCKINGHAMSHIRE,,HP5 3NU ,1,45112,103,103,175,175,0,0,0,0.112820599
1100000443,9999999999,DLIING SOLUTIONS LTD,,1 HAZELWOOD LANE,ABBOTS LANGLEY,,,,WD5 0HA ,3,45190,103,102,202,99,0,0,0,0.641670157
1100000444,9999999999,MILITED,,1 BARRASCROFTS,CANONBIE,,,,DG14 0RZ,1,45200,103,102,158,158,0,0,0,0.098822971
1100000445,9999999999,SOT(CHRISTCHURCH) LIMITED,,1 GARTH EDGE,SHAWFORTH,WHITWORTH,ROCHDALE LANCASHIRE,,OL12 8EH,2,45320,102,102,109,109,0,0,0,0.512482646
1100000446,9999999999,ER,,1 GEORGE SQUARE,GLASGOW,,,,G2 5LL  ,1,45400,103,103,208,208,0,0,0,0.150952665
1100000447,9999999999,ER,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,103,103,399,399,0,0,0,0.591885355
1100000448,9999999999,OCTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,104,104,389,389,0,0,0,0.158831225
1100000449,9999999999,ARE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,105,105,299,299,0,0,0,0.450056038
1100000450,9999999999,RR,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,103,103,120,120,0,0,0,0.850495369
1100000451,9999999999,&WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,104,104,174,174,0,0,0,0.551787853
1100000452,9999999999,CFLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR ,1,46160,103,102,502,129,0,0,0,0.272255308
1100000453,9999999999,ITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,103,102,107,107,0,0,0,0.398992843
1100000454,9999999999,BMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS ,2,46180,102,102,103,0,0,0,103,0.766570245
1100000455,9999999999,BMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH ,1,46190,103,103,187,0,290,0,187,0.5626785
1100000456,9999999999,ALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,102,102,139,139,0,0,0,0.924715708
1100000457,9999999999,ESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT ,1,46220,104,104,334,334,0,0,0,0.595630712
1100000458,9999999999,IKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT ,1,46230,103,103,591,591,0,0,0,0.017311161
1100000459,9999999999,NOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,105,105,1008,1008,0,0,0,0.1345471
1100000460,9999999999,ASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,103,102,136,136,0,0,0,0.462693021
1100000461,9999999999,BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,102,102,102,89,0,0,0,0.656962577
