ern,entref,name,tradingstyle,address1,address2,address3,address4,address5,postcode,legalstatus,sic07,paye_empees,paye_jobs,ent_turnover,std_turnover,grp_turnover,cntd_turnover,app_turnover,prn,cell_no
1100000510,9999999999,HIBAER,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,112,112,297,297,0,0,0,0.588701588,5844
1100000511,9999999999,IBANOCTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,113,113,287,287,0,0,0,0.155647458,5844
1100000512,9999999999,TLUBARE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,114,114,197,197,0,0,0,0.446872271,5844
1100000513,9999999999,BUCARR,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,112,112,18,18,0,0,0,0.847311602,5844
1100000514,9999999999,DCAJ&WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,113,113,72,72,0,0,0,0.548604086,5844
1100000515,9999999999,&BAMCFLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR,1,46160,112,111,400,400,0,0,0,0.269071541,5844
1100000516,9999999999,MACAITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,112,111,5,5,0,0,0,0.395809076,5844
1100000517,9999999999,PLCABMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS,2,46180,111,111,1,0,0,0,1,0.763386478,5844
1100000518,9999999999,PLCABMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH,1,46190,112,112,153,0,154,0,153,0.559494733,5844
1100000519,9999999999,APHCALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,111,111,37,37,0,0,0,0.921531941,5844
1100000520,9999999999,IDARESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT,1,46220,113,113,232,232,0,0,0,0.592446945,5844
1100000521,9999999999,SDATIKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT,1,46230,112,112,489,489,0,0,0,0.014127394,5844
1100000522,9999999999,SADANOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,114,114,906,906,0,0,0,0.131363333,5844
1100000523,9999999999,NNEDASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,112,111,34,34,0,0,0,0.459509254,5844
1100000524,9999999999,RAG2BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,111,111,0,0,0,0,0,0.65377881,5844
1100000525,9999999999,CIMALIVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR,2,46440,115,112,73,73,0,0,0,0.121936763,5844
1100000526,9999999999,KEJANELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF,2,46510,113,113,87,87,0,0,0,0.621867742,5844
1100000527,9999999999,CHMAWDAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL,3,46520,112,112,252,252,0,0,0,0.406118691,5844
1100000528,9999999999,(SMASSUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,112,112,84,84,0,0,0,0.494866653,5844
1100000529,9999999999,HEMAFYRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,111,113,47,47,0,0,0,0.494800009,5844
1100000530,9999999999,DNAAWMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ,2,46711,111,111,80,80,0,0,0,0.370100977,5844
1100000531,9999999999,AUBASOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG,2,46720,112,111,95,95,0,0,0,0.077821584,5844
1100000532,9999999999,SMANOCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,113,113,66,66,0,0,0,0.019539575,5844
1100000533,9999999999,DNAAPMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT,1,46900,112,111,99,99,0,0,0,0.35034768,5844
1100000534,9999999999,CRMATBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,113,113,44,44,0,0,0,0.58822925,5844
1100000543,9999999999,WEMAIDLNG & STEEL FABRICATION,,1 MAIN ROAD,HANWOOD,SHREWSBURY,SHROPSHIRE,,SY5 8LY,1,47610,115,116,337,337,0,0,0,0.125090247,5844
1100000544,9999999999,MEASIMCHIATI,,1 HIGH LODGE,COVENTRY ROAD,COLESHILL,NORTH WARWICKSHIRE,,B46 3FE,1,47620,117,117,303,303,0,0,0,0.94373722,5844
1100000545,9999999999,IGEHATHLTD,,1 HILLVIEW COTTAGES,STRATFORD BRIDGE RIPPLE,TEWKESBURY,GLOUCESTERSHIRE,,GL20 6HE,1,47720,112,112,53,53,0,0,0,0.143007284,5844
1100000546,9999999999,&JAHKEATHER,,1 INMAN ROAD,NORWICH,,,,NR7 8JT,1,47722,112,112,57,57,0,0,0,0.972143259,5844
1100000547,9999999999,BOJAEWSLL LIMITED,,1 KELSO PLACE,UPPER BRISTOL ROAD,BATH,,,BA1 3AU,1,47740,114,114,196,196,0,0,0,0.048451117,5844
1100000548,9999999999,AGJASUILTD,,1 JINGLERS COURT,BANBRIDGE,,,,BT32 3YJ,1,47749,116,117,210,210,0,0,0,0.823863174,5844
1100000549,9999999999,BJAULPMBING & HEATING LTD,,1 JINGLERS COURT,BANBRIDGE,CO DOWN,,,BT32 3YJ,1,47781,115,147,224,224,0,0,0,0.300306452,5844
1100000550,9999999999,HIBAER,,1 GLYNDE PLACE,HORSHAM,,,,RH12 1NZ,1,47782,114,113,117,117,0,0,0,0.796827258,5844
1100000551,9999999999,LTL2CD,,1 BARN CLOSE,QUARNDON,DERBY,,,DE22 5JE,1,47789,112,111,64,64,0,0,0,0.086415741,5844
1100000552,9999999999,&IAJLMOORLAND,,1 HOSKINS PLACE,WATCHETTS ROAD,CAMBERLEY,SURREY,,GU15 2PB,1,47820,115,115,280,280,0,0,0,0.804574391,5844
1100000553,9999999999,BOJAELIR MAINTENANCE LIMITED,,1 JUNO WAY,SWINDON,,,,SN5 8ZD,2,47990,112,112,304,304,0,0,0,0.104129114,5844
1100000554,9999999999,CEIAILINGS PARTITIONS LTD,,1 HUNT LANE,DONCASTER,,,,DN5 9SF,7,45112,112,112,56,56,0,0,0,0.736275725,5844
1100000555,9999999999,DE536LEVOPMENTS LTD,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45320,116,116,369,369,0,0,0,0.158231512,5844
1100000556,9999999999,L9337DT,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45400,115,111,2150,2150,0,0,0,0.126696302,5844
1100000557,9999999999,OOT3DOBLX LTD,,1 BOXLEY GARDENS,BOXLEY ROAD,PENENDEN HEATH,MAIDSTONE,,ME14 2BD,1,45190,111,111,392,392,0,0,0,0.424149751,5844
1100000558,9999999999,OOT3DOBLX LTD,,1 BRAESIDE,NAPHILL,HIGH WYCOMBE,BUCKS,,HP14 4RY,1,46150,120,120,314,314,0,0,0,0.298446864,5844
1100000559,9999999999,OGC3VMIESRL LTD,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,,,SS16 6TB,1,46190,112,112,8279,8279,0,0,0,0.823342781,5844
1100000560,9999999999,UNOC4EITS SERVICES LIMITED,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,ESSEX,,SS16 6TB,1,46310,119,124,30270,30270,0,0,0,0.968260607,5844
1100000561,9999999999,&BACCGOUGH,,1 FULLBROOK CLOSE,WOKINGHAM,BERKS,,,RG41 1QZ,1,46342,115,115,250,250,0,0,0,0.800081651,5844
1100000562,9999999999,&GAHKOLMES,,1 HILL STREET,EDINBURGH,,,,EH2 3JP,1,46410,112,112,113,113,0,0,0,0.22581264,5844
1100000563,9999999999,UNOC4EITS SERVICES LTD,,1 BROOK COURT,BLAKENEY ROAD,BECKENHAM,KENT,,BR3 1HG,1,46470,119,119,4566,4566,0,0,0,0.402750262,5844
1100000564,9999999999,OSRFAFTARMER CONTRACTOR,,1 HILL COTTAGE,MUNDHAM HILL,MUNDHAM,NORWICH NORFOLK,,NR14 6EJ,1,47110,114,116,411,411,0,0,0,0.875623235,5844
1100000565,9999999999,KEJANELIMITED,,1 KENSWORTH GATE,200-204 HIGH STREET SOUTH,DUNSTABLE,BEDS,,LU6 3HS,2,47230,114,114,88,88,0,0,0,0.974488798,5844
1100000566,9999999999,PJAHOJNSON,,1 KEYTES LANE,BARFORD,WARWICKSHIRE,,,CV35 8EP,2,47290,114,114,174,174,0,0,0,0.002462008,5844
1100000567,9999999999,BIG BOX CEREAL LTD INCL VAT GROUP,,(ROAD HAULAGE CONTRS) LTD,BOW BRIDGE,WATERINGBURY,MAIDSTONE,KENT,ME18 5ED,1,47599,14211,14478,27367068,0,27367068,27367068,0,0.556599574,5844
1100000568,9999999999,AGBBROWN,,1 HAWRIDGE HILL COTTAGES,THE VALE,HAWRIDGE,CHESHAM BUCKINGHAMSHIRE,,HP5 3NU,1,45112,125,125,86,86,0,0,0,0.110639412,5844
1100000569,9999999999,EADLIING SOLUTIONS LTD,,1 HAZELWOOD LANE,ABBOTS LANGLEY,,,,WD5 0HA,3,45190,125,124,113,10,0,0,0,0.63948897,5844
1100000570,9999999999,2WMILITED,,1 BARRASCROFTS,CANONBIE,,,,DG14 0RZ,1,45200,125,124,69,69,0,0,0,0.096641784,5844
1100000571,9999999999,BASOT(CHRISTCHURCH) LIMITED,,1 GARTH EDGE,SHAWFORTH,WHITWORTH,ROCHDALE LANCASHIRE,,OL12 8EH,2,45320,124,124,20,20,0,0,0,0.510301459,5844
1100000572,9999999999,BAER,,1 GEORGE SQUARE,GLASGOW,,,,G2 5LL,1,45400,125,125,119,119,0,0,0,0.148771478,5844
1100000573,9999999999,BAER,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,125,125,310,310,0,0,0,0.589704168,5844
1100000574,9999999999,ANOCTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,126,126,300,300,0,0,0,0.156650038,5844
1100000575,9999999999,UBARE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,127,127,210,210,0,0,0,0.447874851,5844
1100000576,9999999999,CARR,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,125,125,31,31,0,0,0,0.848314182,5844
1100000577,9999999999,AJ&WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,126,126,85,85,0,0,0,0.549606666,5844
1100000578,9999999999,AMCFLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR,1,46160,125,124,413,40,0,0,0,0.270074121,5844
1100000579,9999999999,CAITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,125,124,18,18,0,0,0,0.396811656,5844
1100000580,9999999999,CABMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS,2,46180,124,124,14,0,0,0,14,0.764389058,5844
1100000581,9999999999,CABMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH,1,46190,125,125,166,0,180,0,166,0.560497313,5844
1100000582,9999999999,HCALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,124,124,50,50,0,0,0,0.922534521,5844
1100000583,9999999999,ARESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT,1,46220,126,126,245,245,0,0,0,0.593449525,5844
1100000584,9999999999,ATIKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT,1,46230,125,125,502,502,0,0,0,0.015129974,5844
1100000585,9999999999,DANOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,127,127,919,919,0,0,0,0.132365913,5844
1100000586,9999999999,EDASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,125,124,47,47,0,0,0,0.460511834,5844
1100000587,9999999999,G2BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,124,124,13,0,0,0,0,0.65478139,5844
1100000588,9999999999,MALIVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR,2,46440,128,125,86,86,0,0,0,0.122939343,5844
1100000589,9999999999,JANELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF,2,46510,126,126,100,100,0,0,0,0.622870322,5844
1100000590,9999999999,MAWDAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL,3,46520,125,125,265,265,0,0,0,0.407121271,5844
1100000591,9999999999,MASSUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,125,125,97,97,0,0,0,0.495869233,5844
1100000592,9999999999,MAFYRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,124,126,60,60,0,0,0,0.495802589,5844
1100000593,9999999999,AAWMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ,2,46711,124,124,93,93,0,0,0,0.371103557,5844
1100000594,9999999999,BASOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG,2,46720,125,124,108,108,0,0,0,0.078824164,5844
1100000595,9999999999,ANOCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,126,126,79,79,0,0,0,0.020542155,5844
1100000596,9999999999,AAPMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT,1,46900,125,124,112,112,0,0,0,0.35135026,5844
1100000597,9999999999,MATBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,126,126,57,57,0,0,0,0.58923183,5844
1100000598,9999999999,AJMHUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE,1,47190,128,128,192,192,0,0,0,0.770347943,5844
1100000599,9999999999,2WDTL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB,1,47220,125,124,268,268,0,0,0,0.977029619,5844
1100000600,9999999999,MAESSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT,2,47240,128,128,123,123,0,0,0,0.707606095,5844
1100000601,9999999999,AJNWEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,131,131,127,127,0,0,0,0.66084994,5844
1100000602,9999999999,MAIDLNG & STEEL FABRIC,,1 LUMLEY STREET,MAYFAIR,LONDON,,,W1K 6TT,2,47410,126,126,79,79,0,0,0,0.860544627,5844
1100000603,9999999999,AAEMWOODHOUSE,,1 FIELD COTTAGES,FIELD LANE,HENSALL,GOOLE NORTH HUMBERSIDE,,DN14 0RB,7,47421,127,126,388,388,0,0,0,0.957092114,5844
1100000604,9999999999,MASUDTRIAL (UK) LTD,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,7,47429,128,127,189,189,0,0,0,0.096152458,5844
1100000605,9999999999,AAPMLUMBING AND HEATING,,1 FINWAY ROAD,HEMEL HEMPSTEAD,HERTFORDSHIRE,,,HP2 7PT,2,47429,125,124,32,32,0,0,0,0.230142071,5844
1100000606,9999999999,MAIDLNG & STEEL FABRICATION,,1 MAIN ROAD,HANWOOD,SHREWSBURY,SHROPSHIRE,,SY5 8LY,1,47610,128,129,350,350,0,0,0,0.126092827,5844
1100000607,9999999999,ASIMCHIATI,,1 HIGH LODGE,COVENTRY ROAD,COLESHILL,NORTH WARWICKSHIRE,,B46 3FE,1,47620,130,130,316,316,0,0,0,0.9447398,5844
1100000608,9999999999,EHATHLTD,,1 HILLVIEW COTTAGES,STRATFORD BRIDGE RIPPLE,TEWKESBURY,GLOUCESTERSHIRE,,GL20 6HE,1,47720,125,125,66,66,0,0,0,0.144009864,5844
1100000609,9999999999,AHKEATHER,,1 INMAN ROAD,NORWICH,,,,NR7 8JT,1,47722,125,125,70,70,0,0,0,0.973145839,5844
1100000610,9999999999,JAEWSLL LIMITED,,1 KELSO PLACE,UPPER BRISTOL ROAD,BATH,,,BA1 3AU,1,47740,127,127,209,209,0,0,0,0.049453697,5844
1100000611,9999999999,JASUILTD,,1 JINGLERS COURT,BANBRIDGE,,,,BT32 3YJ,1,47749,129,130,223,223,0,0,0,0.824865754,5844
1100000612,9999999999,AULPMBING & HEATING LTD,,1 JINGLERS COURT,BANBRIDGE,CO DOWN,,,BT32 3YJ,1,47781,128,160,237,237,0,0,0,0.301309032,5844
1100000613,9999999999,BAER,,1 GLYNDE PLACE,HORSHAM,,,,RH12 1NZ,1,47782,127,126,130,0,0,0,0,0.797829838,5844
1100000614,9999999999,L2CD,,1 BARN CLOSE,QUARNDON,DERBY,,,DE22 5JE,1,47789,125,124,77,77,0,0,0,0.087418321,5844
1100000615,9999999999,AJLMOORLAND,,1 HOSKINS PLACE,WATCHETTS ROAD,CAMBERLEY,SURREY,,GU15 2PB,1,47820,128,128,293,293,0,0,0,0.805576971,5844
1100000616,9999999999,JAELIR MAINTENANCE LIMITED,,1 JUNO WAY,SWINDON,,,,SN5 8ZD,2,47990,125,125,317,317,0,0,0,0.105131694,5844
1100000617,9999999999,IAILINGS PARTITIONS LTD,,1 HUNT LANE,DONCASTER,,,,DN5 9SF,7,45112,125,125,69,69,0,0,0,0.737278305,5844
1100000618,9999999999,536LEVOPMENTS LTD,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45320,129,129,382,382,0,0,0,0.159234092,5844
1100000619,9999999999,337DT,,1 BORLASES COTTAGES,MILLEY ROAD,WALTHAM ST LAWRENCE,READING,,RG10 0JY,1,45400,128,124,2163,2163,0,0,0,0.127698882,5844
1100000620,9999999999,T3DOBLX LTD,,1 BOXLEY GARDENS,BOXLEY ROAD,PENENDEN HEATH,MAIDSTONE,,ME14 2BD,1,45190,124,124,405,405,0,0,0,0.425152331,5844
1100000621,9999999999,T3DOBLX LTD,,1 BRAESIDE,NAPHILL,HIGH WYCOMBE,BUCKS,,HP14 4RY,1,46150,133,133,327,327,0,0,0,0.299449444,5844
1100000622,9999999999,C3VMIESRL LTD,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,,,SS16 6TB,1,46190,125,125,8292,8292,0,0,0,0.824345361,5844
1100000623,9999999999,OC4EITS SERVICES LIMITED,,1 BRITTEN CLOSE,LANGDON HILLS,BASILDON,ESSEX,,SS16 6TB,1,46310,132,137,30283,30283,0,0,0,0.969263187,5844
1100000624,9999999999,ACCGOUGH,,1 FULLBROOK CLOSE,WOKINGHAM,BERKS,,,RG41 1QZ,1,46342,128,128,263,263,0,0,0,0.801084231,5844
1100000625,9999999999,AHKOLMES,,1 HILL STREET,EDINBURGH,,,,EH2 3JP,1,46410,125,125,126,126,0,0,0,0.22681522,5844
1100000626,9999999999,OC4EITS SERVICES LTD,,1 BROOK COURT,BLAKENEY ROAD,BECKENHAM,KENT,,BR3 1HG,1,46470,132,132,4579,4579,0,0,0,0.403752842,5844
1100000627,9999999999,RFAFTARMER CONTRACTOR,,1 HILL COTTAGE,MUNDHAM HILL,MUNDHAM,NORWICH NORFOLK,,NR14 6EJ,1,47110,127,129,424,424,0,0,0,0.876625815,5844
1100000628,9999999999,JANELIMITED,,1 KENSWORTH GATE,200-204 HIGH STREET SOUTH,DUNSTABLE,BEDS,,LU6 3HS,2,47230,127,127,101,101,0,0,0,0.975491378,5844
1100000629,9999999999,AHOJNSON,,1 KEYTES LANE,BARFORD,WARWICKSHIRE,,,CV35 8EP,2,47290,127,127,187,187,0,0,0,0.003464588,5844
1100000630,9999999999,G BOX CEREAL LTD INCL VAT GROUP,,(ROAD HAULAGE CONTRS) LTD,BOW BRIDGE,WATERINGBURY,MAIDSTONE,KENT,ME18 5ED,1,47599,14224,14491,27367081,0,27367081,27367081,0,0.557602154,5844
1100000631,9999999999,EAGBBROWN,,1 HAWRIDGE HILL COTTAGES,THE VALE,HAWRIDGE,CHESHAM BUCKINGHAMSHIRE,,HP5 3NU,1,45112,133,133,94,94,0,0,0,0.111792833,5844
1100000632,9999999999,UEADLIING SOLUTIONS LTD,,1 HAZELWOOD LANE,ABBOTS LANGLEY,,,,WD5 0HA,3,45190,133,132,121,121,0,0,0,0.640642391,5844
1100000633,9999999999,O2WMILITED,,1 BARRASCROFTS,CANONBIE,,,,DG14 0RZ,1,45200,133,132,77,77,0,0,0,0.097795205,5844
1100000634,9999999999,UBASOT(CHRISTCHURCH) LIMITED,,1 GARTH EDGE,SHAWFORTH,WHITWORTH,ROCHDALE LANCASHIRE,,OL12 8EH,2,45320,132,132,28,28,0,0,0,0.51145488,5844
1100000635,9999999999,IBAER,,1 GEORGE SQUARE,GLASGOW,,,,G2 5LL,1,45400,133,133,127,127,0,0,0,0.149924899,5844
1100000636,9999999999,IBAER,,1 GLEN ROAD,HINDHEAD,SURREY,,,GU26 6QE,1,46110,133,133,318,318,0,0,0,0.590857589,5844
1100000637,9999999999,BANOCTRACTS UK LTD,,1 GLYNDE PLACE,HORSHAM,WEST SUSSEX,,,RH12 1NZ,1,46120,134,134,308,308,0,0,0,0.157803459,5844
1100000638,9999999999,LUBARE,,1 GORSE ROAD,REYDON,SOUTHWOLD,,,IP18 6NQ,1,46130,135,135,218,218,0,0,0,0.449028272,5844
1100000639,9999999999,UCARR,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46140,133,133,39,39,0,0,0,0.849467603,5844
1100000640,9999999999,CAJ&WALTON,,1 GRANVILLE AVENUE,LONG EATON,NOTTINGHAM,,,NG10 4HA,1,46150,134,134,93,93,0,0,0,0.550760087,5844
1100000641,9999999999,BAMCFLINT,,1 GARENDON WAY,GROBY,LEICESTER,,,LE6 0YR,1,46160,133,132,421,421,0,0,0,0.271227542,5844
1100000642,9999999999,ACAITRN,,1 GRAVES FARM,ALGARKIRK,BOSTON,LINCOLNSHIRE,LINCS,PE20 2BQ,2,46170,133,132,26,26,0,0,0,0.397965077,5844
1100000643,9999999999,LCABMUING/HEATING & MAINTENANCE,,1 GREEN COTTAGES,WATFORD ROAD,HARROW,MIDDLESEX,,HA1 3TS,2,46180,132,132,22,0,0,0,22,0.765542479,5844
1100000644,9999999999,LCABMUING/HEATING AND,,1 GREENEND CLOSE,SPENCERS WOOD,READING,,,RG7 1EH,1,46190,133,133,174,0,196,0,174,0.561650734,5844
1100000645,9999999999,PHCALEPL,,1 GRESHAM STREET,LONDON,,,,EC2V 7BX,3,46210,132,132,58,58,0,0,0,0.923687942,5844
1100000646,9999999999,DARESVICES LTD,,1 GREY TERRACE,RYHOPE,SUNDERLAND,,,SR2 0QT,1,46220,134,134,253,253,0,0,0,0.594602946,5844
1100000647,9999999999,DATIKCHENS LTD,,1 GREY TERRACE,SUNDERLAND,,,,SR2 0QT,1,46230,133,133,510,510,0,0,0,0.016283395,5844
1100000648,9999999999,ADANOLLIMITED,,1 GROVE LODGE COTTAGES,BINSTED,ARUNDEL,WEST SUSSEX,,BN18 0LQ,1,46342,135,135,927,927,0,0,0,0.133519334,5844
1100000649,9999999999,NEDASI,,1 HATHERMEAD GARDEN,YEOVIL,SOMERSET,,,BA21 5BY,1,46240,133,132,55,55,0,0,0,0.461665255,5844
1100000650,9999999999,AG2BIHPC DESIGN LTD,,1 BALLYCREGAGH ROAD,CLOUGHMILLS,BALLYMENA,,,BT44 9LB,1,46410,132,132,21,21,0,0,0,0.655934811,5844
1100000651,9999999999,IMALIVENGINEERING LTD,,1 LAWSON GARDENS,PINNER,MIDDLESEX,,,HA5 2BR,2,46440,136,133,94,94,0,0,0,0.124092764,5844
1100000652,9999999999,EJANELTD,,1 KENT ROAD WEST,MANCHESTER,,,,M14 5RF,2,46510,134,134,108,108,0,0,0,0.624023743,5844
1100000653,9999999999,HMAWDAICK,,1 LAWN COTTAGES,NEWCASTLE,CRAVEN ARMS,SHROPSHIRE,,SY7 8PL,3,46520,133,133,273,273,0,0,0,0.408274692,5844
1100000654,9999999999,SMASSUEX) LTD,,1 LANSDOWNE VILLAS,GOODLEIGH ROAD,BARNSTAPLE,DEVON,,EX32 7JR,2,46620,133,133,105,105,0,0,0,0.497022654,5844
1100000655,9999999999,EMAFYRICS,,1 LITTLE JENKYN,HOLE LANE,BENTLEY,HAMPSHIRE,,GU10 5LU,2,46660,132,134,68,68,0,0,0,0.49695601,5844
1100000656,9999999999,NAAWMHOLESALE LTD,,1 FREEWATERS CLOSE,ICKLEFORD,HITCHIN,,,SG5 3TQ,2,46711,132,132,101,101,0,0,0,0.372256978,5844
1100000657,9999999999,UBASOT( CHRISTCHURCH ) LIMITED,,1 GARLING WALK,WEST BERGHOLT,COLCHESTER,,,CO6 3LG,2,46720,133,132,116,116,0,0,0,0.079977585,5844
1100000658,9999999999,MANOCSULTANCY LTD,,1 LOWER BAR,NEWPORT,,,,TF10 7BE,2,46770,134,134,87,87,0,0,0,0.021695576,5844
1100000659,9999999999,NAAPMLUMBING AND HEATING LTD,,1 FINWAY ROAD,HEMEL HEMPSTEAD INDUSTRIAL EST,HEMEL HEMPSTEAD,,,HP2 7PT,1,46900,133,132,120,120,0,0,0,0.352503681,5844
1100000660,9999999999,RMATBAREE LTD,,1 LENAMORE DRIVE,NEWTOWNABBEY,,,,BT37 0PQ,1,47110,134,134,65,65,0,0,0,0.590385251,5844
1100000661,9999999999,KAJMHUGHES,,1 KINROSS ROAD,LESLIE,FIFE,,,KY6 3NE,1,47190,136,136,200,200,0,0,0,0.771501364,5844
1100000662,9999999999,O2WDTL,,1 BEARDS TERRACE,COGGESHALL,COLCHESTER,,,CO6 1TB,1,47220,133,132,276,276,0,0,0,0.97818304,5844
1100000663,9999999999,UMAESSX LTD,,1 LUMLEY STREET,LONDON,,,,W1K 6TT,2,47240,136,136,131,131,0,0,0,0.708759516,5844
1100000664,9999999999,HAJNWEATHERHEAD & J A KING,,1 HILLTOP,TILLINGTON,PETWORTH,,,GU28 9AQ,1,47300,139,139,135,135,0,0,0,0.662003361,5844
1100000665,9999999999,EMAIDLNG & STEEL FABRIC,,1 LUMLEY STREET,MAYFAIR,LONDON,,,W1K 6TT,2,47410,134,134,87,87,0,0,0,0.861698048,5844
1100000666,9999999999,NAAEMWOODHOUSE,,1 FIELD COTTAGES,FIELD LANE,HENSALL,GOOLE NORTH HUMBERSIDE,,DN14 0RB,7,47421,135,134,396,396,0,0,0,0.958245535,5844
